gene,mean_shap_rank,mean_attn_rank,combined_rank_score,n_folds,mean_shap_importance,mean_attention
COL28A1,4455.33,2678.00,7133.33,2,1.98146e-06,0.000100052
AXIN1,3999.00,3135.00,7134.00,2,1.90888e-06,0.000152396
DIRAS3,2509.33,4624.67,7134.00,2,1.32219e-05,9.98851e-05
MTIF3,4122.33,3012.00,7134.33,2,2.32549e-06,0.000134948
CNNM4,4099.33,3035.00,7134.33,2,2.75381e-06,0.000162154
RNF141,3770.33,3364.33,7134.67,1,3.06246e-06,0.000453253
FZD7,3399.67,3736.33,7136.00,2,3.70887e-06,0.000138621
CD93,3022.33,4113.67,7136.00,2,1.58557e-05,9.99405e-05
MPP6,3665.67,3470.67,7136.33,2,5.29776e-06,9.99803e-05
CTD-3092A11.2,3432.00,3704.33,7136.33,2,3.5675e-06,0.000128293
FAM120C,3800.33,3337.00,7137.33,1,2.90268e-06,0.000923468
HOXA4,2931.67,4206.33,7138.00,2,6.40479e-06,0.000110235
IFRD1,2330.00,4808.33,7138.33,2,1.59067e-05,9.98188e-05
RP11-309G3.3,2517.67,4621.67,7139.33,2,1.30298e-05,9.98608e-05
DUSP28,3447.00,3692.67,7139.67,2,8.29017e-06,9.99513e-05
CDC25B,3616.33,3524.00,7140.33,1,4.19075e-06,0.000265323
AK057978,3831.33,3310.00,7141.33,2,4.80297e-06,0.000119033
ZNF561,3480.33,3661.67,7142.00,2,6.34856e-06,9.995e-05
RP11-488L18.10,3397.67,3744.33,7142.00,2,3.51415e-06,0.000115011
RBM4,3420.00,3722.67,7142.67,2,3.5054e-06,0.000126944
FSIP1,4264.00,2878.67,7142.67,2,1.01778e-06,0.000146006
ARID3A,4240.00,2902.67,7142.67,2,9.58047e-07,0.00015911
FAM3C,3164.33,3978.33,7142.67,2,4.81967e-06,0.000115148
PABPC4L,2678.67,4464.33,7143.00,2,1.16559e-05,9.99069e-05
ENTPD2,3675.67,3467.67,7143.33,2,5.60835e-06,0.000121089
AK097370,2888.67,4255.00,7143.67,2,7.04106e-06,0.000118268
EMP2,2360.67,4784.67,7145.33,2,1.63869e-05,9.98515e-05
LOC100507557,2827.67,4319.00,7146.67,2,1.12696e-05,9.9919e-05
SYTL5,4480.00,2666.67,7146.67,2,1.57156e-06,0.000151225
IL18BP,3997.67,3149.33,7147.00,2,1.02922e-06,0.000156198
ROR1,2649.67,4498.33,7148.00,2,1.17344e-05,9.98927e-05
AC005306.3,4500.67,2647.67,7148.33,2,7.6558e-07,0.000151066
RP11-194N12.2,3558.33,3590.67,7149.00,2,6.80856e-06,9.99761e-05
FZD3,3329.67,3820.00,7149.67,3,2.5361e-06,0.000117256
GFRA3,3336.67,3813.67,7150.33,2,3.60504e-06,0.000132367
MYO1F,2507.33,4643.00,7150.33,2,1.48243e-05,9.98713e-05
TIPARP,3199.00,3952.67,7151.67,2,8.14823e-06,9.99517e-05
SMIM14,4322.67,2830.33,7153.00,2,2.71213e-06,0.000138043
RP11-48B3.4,3028.00,4126.00,7154.00,2,8.90825e-06,9.99337e-05
ZBED8,3732.33,3422.00,7154.33,2,1.93476e-06,0.000133134
C2orf88,3456.00,3698.67,7154.67,2,9.39362e-06,0.000113895
CCDC112,3060.33,4094.33,7154.67,2,8.58787e-06,9.99141e-05
DCUN1D3,2569.67,4585.67,7155.33,2,1.37246e-05,9.98397e-05
ANGEL2,3503.67,3652.33,7156.00,2,4.41172e-06,0.000127549
PRKXP1,2749.33,4407.00,7156.33,2,1.05832e-05,9.99027e-05
NEK4,3537.00,3619.33,7156.33,1,5.12169e-06,0.000238286
SLC39A11,3609.67,3547.67,7157.33,1,2.0239e-05,0.000100183
LIAS,4188.00,2969.33,7157.33,2,1.07495e-06,0.000149035
SCAI,3016.67,4141.00,7157.67,2,1.58214e-05,9.99013e-05
DOK2,2364.33,4795.67,7160.00,2,1.49894e-05,9.98239e-05
MIR10A,3453.33,3707.00,7160.33,2,2.63364e-06,0.000129133
C20orf196,3544.67,3617.00,7161.67,2,2.27871e-06,0.000122337
LAMB1,3814.00,3348.00,7162.00,1,2.83542e-06,0.000557883
FASTKD2,3099.00,4063.00,7162.00,2,1.00347e-05,9.98726e-05
F7,4222.00,2940.67,7162.67,2,7.62413e-07,0.000206875
ZNF615,3871.00,3292.00,7163.00,2,5.89046e-06,9.99939e-05
NUDT6,3314.67,3848.67,7163.33,2,8.27755e-06,9.99206e-05
EML1,2713.33,4450.33,7163.67,2,1.21039e-05,9.99082e-05
DIO2,3627.33,3538.33,7165.67,2,7.86686e-06,0.000129878
LOC101930052,4306.00,2860.00,7166.00,3,1.90126e-06,0.000137051
PANK1,4116.00,3050.67,7166.67,2,1.51097e-06,0.000165393
RP11-173M1.8,2371.33,4795.33,7166.67,2,1.68654e-05,9.98446e-05
CSF3,3554.33,3612.33,7166.67,1,4.85827e-06,0.000239786
COMMD2,3126.67,4040.33,7167.00,2,4.91035e-06,0.000110916
CGRRF1,3141.33,4026.33,7167.67,2,8.20563e-06,9.99441e-05
LRSAM1,3837.33,3331.67,7169.00,2,1.61728e-06,0.000140182
SDC4,3217.00,3953.67,7170.67,2,7.50815e-06,9.99488e-05
SFTPC,2812.67,4358.67,7171.33,2,1.18411e-05,9.99175e-05
ST3GAL1,3225.67,3946.00,7171.67,2,8.17188e-06,9.99255e-05
SERPINA5,4482.00,2689.67,7171.67,2,8.31966e-07,0.000156323
ECHDC1,3261.67,3911.67,7173.33,2,8.67407e-06,9.99602e-05
ITPK1,4607.33,2566.00,7173.33,2,3.97446e-07,0.00018001
ZNF597,4044.00,3129.67,7173.67,2,3.78224e-06,0.000100021
LOC100132891,3119.67,4055.00,7174.67,2,7.98824e-06,9.99382e-05
GCA,3525.00,3650.67,7175.67,2,6.19013e-06,9.99533e-05
ETV7,3254.33,3921.33,7175.67,2,4.12935e-06,0.000133526
SH3BGRL2,3350.67,3825.33,7176.00,2,3.93421e-06,0.000125985
GPR18,3291.67,3884.67,7176.33,2,7.42246e-06,9.99333e-05
ATG2B,3772.67,3403.67,7176.33,2,3.94012e-06,0.000121891
RGMA,4026.00,3150.67,7176.67,2,1.95324e-06,0.000145356
RGS22,2299.67,4877.67,7177.33,2,2.56247e-05,9.97872e-05
ZDHHC16,3387.00,3790.33,7177.33,2,8.3317e-06,9.99347e-05
CCR2,2903.33,4276.33,7179.67,2,1.02361e-05,9.9927e-05
SLC25A33,3510.67,3669.00,7179.67,2,8.713e-06,9.99557e-05
CCZ1B,4026.67,3153.67,7180.33,2,3.5452e-06,0.000129779
NRTN,3388.67,3792.33,7181.00,2,2.77962e-06,0.000128903
SLC27A2,3875.67,3306.00,7181.67,2,1.28023e-06,0.000160796
LAPTM4B,3959.00,3223.67,7182.67,2,2.95859e-06,0.000142819
AIFM2,4284.67,2898.33,7183.00,2,2.07105e-06,0.000137757
IGF2,4148.00,3035.00,7183.00,2,2.54009e-06,0.000138661
FKBP5,3476.67,3707.33,7184.00,2,3.33593e-06,0.000140561
PHEX,2458.00,4726.33,7184.33,2,1.97959e-05,9.97831e-05
AK023627,3709.67,3474.67,7184.33,2,5.1674e-06,9.99917e-05
HIST1H2BH,3963.33,3221.33,7184.67,2,2.17755e-06,0.000133806
STK32C,3522.33,3663.00,7185.33,2,2.24225e-06,0.00014221
FGF18,3452.67,3733.00,7185.67,2,2.48154e-06,0.000135274
RAMP2,3844.00,3342.33,7186.33,2,2.617e-06,0.000134291
TANK,3826.00,3360.33,7186.33,1,2.76472e-06,0.000474845
ZBTB1,4063.33,3123.67,7187.00,2,3.88203e-06,0.000100015
CBLC,3610.00,3578.00,7188.00,1,4.26633e-06,0.000248649
ERCC4,3462.67,3725.67,7188.33,2,4.28022e-06,0.000122531
JPH1,3334.67,3854.33,7189.00,2,2.91732e-06,0.000125509
SCP2,3843.33,3346.33,7189.67,1,1.05881e-05,0.000130474
GPR126,3135.67,4055.33,7191.00,2,8.84281e-06,9.99364e-05
LOC101929122,3515.33,3676.67,7192.00,2,6.03156e-06,9.9958e-05
ATPAF1,3058.00,4135.67,7193.67,2,8.63834e-06,9.99337e-05
NSRP1,3631.00,3564.33,7195.33,2,4.36817e-06,0.000115609
HHIPL2,3257.33,3938.33,7195.67,2,3.64155e-06,0.00012113
HOXD1,3059.00,4137.67,7196.67,2,1.40889e-05,9.98897e-05
PSMG3-AS1,2740.00,4457.67,7197.67,2,1.12669e-05,9.98808e-05
LOC102659288,3903.00,3295.67,7198.67,2,4.75573e-06,9.99945e-05
ARL5B,3235.67,3963.00,7198.67,2,7.54134e-06,9.995e-05
ERVMER34-1,3566.00,3633.00,7199.00,2,2.171e-06,0.000126563
PAXIP1OS,2433.33,4765.67,7199.00,2,1.42401e-05,9.98514e-05
SGCD,2740.00,4460.00,7200.00,2,1.07972e-05,9.99073e-05
PTPRG,2277.33,4922.67,7200.00,2,1.70442e-05,9.97641e-05
MIR302B,2866.00,4334.33,7200.33,2,1.12351e-05,9.99211e-05
TNFSF13,3290.67,3909.67,7200.33,2,8.11324e-06,9.99616e-05
KCNMB3,3330.33,3870.67,7201.00,2,8.51771e-06,9.99413e-05
GPR153,3885.67,3316.00,7201.67,2,2.14444e-06,0.00013486
FRMD6,3109.33,4092.67,7202.00,2,4.5051e-06,0.000138245
SNRK,3766.67,3435.67,7202.33,1,1.19103e-05,0.000100234
MROH7-TTC4,4168.33,3034.33,7202.67,2,3.37494e-06,0.000100018
DPYSL4,3805.67,3397.33,7203.00,2,1.63323e-06,0.000127853
LOC286052,4024.33,3178.67,7203.00,3,2.25778e-06,0.000123321
ARL6,2673.67,4532.67,7206.33,2,1.40518e-05,9.9892e-05
RIIAD1,3950.00,3257.00,7207.00,2,1.3995e-06,0.000143315
ZNF234,3067.33,4140.33,7207.67,2,8.61634e-06,9.99286e-05
PLS1,3578.67,3629.00,7207.67,2,3.25234e-06,0.000136485
GEMIN4,4292.33,2916.00,7208.33,2,1.08923e-06,0.00020064
TRIM2,3539.33,3669.33,7208.67,2,2.76026e-06,0.000122542
SEPSECS-AS1,3342.00,3867.00,7209.00,2,9.4344e-06,9.99527e-05
OSGEP,3280.33,3929.00,7209.33,2,8.19356e-06,9.99025e-05
CCT6B,3549.33,3661.33,7210.67,2,5.85651e-06,9.9955e-05
LOC100506497,3508.33,3703.33,7211.67,2,7.36157e-06,9.99268e-05
ZNF354B,2921.00,4291.33,7212.33,2,1.01348e-05,9.99013e-05
METTL21B,2996.67,4216.33,7213.00,3,4.40044e-06,0.000114863
TAF1D,4166.67,3046.67,7213.33,2,1.66732e-06,0.000142811
CBLN2,4316.00,2898.67,7214.67,2,1.46584e-06,0.000166906
FOXS1,3609.00,3606.67,7215.67,2,2.00761e-06,0.000127588
RP11-452L6.1,2861.00,4355.00,7216.00,2,1.26062e-05,9.99191e-05
RNF175,3691.00,3525.33,7216.33,2,6.62583e-06,9.99675e-05
PEG3-AS1,2455.00,4762.00,7217.00,2,1.38852e-05,9.98568e-05
DBF4,3627.33,3589.67,7217.00,1,4.07081e-06,0.000245252
TTC6,3856.33,3361.00,7217.33,2,1.48954e-06,0.000145766
PLXDC2,3481.33,3738.00,7219.33,2,3.30046e-06,0.000111102
LINC00266-1,3680.00,3539.33,7219.33,1,1.34872e-05,0.000100142
MID2,3072.67,4147.33,7220.00,2,8.61728e-06,9.99288e-05
RCOR3,3489.67,3730.33,7220.00,2,5.21888e-06,0.000113029
ADAMTS16,3344.00,3876.33,7220.33,1,0.000268023,0.000100055
WDR35,3227.67,3993.67,7221.33,2,8.64292e-06,9.99238e-05
PRR34-AS1,3626.33,3595.00,7221.33,1,4.08013e-06,0.000243823
PRPF39,3204.33,4018.67,7223.00,2,4.12688e-06,0.000116007
ABHD13,2476.67,4746.33,7223.00,2,1.44499e-05,9.98606e-05
KAT6A,3763.00,3460.67,7223.67,1,1.2021e-05,0.000100204
C10orf54,3747.00,3477.33,7224.33,1,1.23352e-05,0.000100185
CTSB,3616.67,3608.00,7224.67,2,3.50741e-06,0.000111912
TGFB3,3875.00,3350.33,7225.33,1,2.53391e-06,0.000534804
RGS5,3662.67,3563.00,7225.67,1,3.78363e-06,0.000252714
SEC63,3588.00,3637.67,7225.67,2,3.31444e-06,0.000122855
MUCL1,3237.33,3989.00,7226.33,2,1.14695e-05,0.000139859
LOC153546,2809.00,4418.00,7227.00,2,1.69062e-05,9.98098e-05
ALMS1-IT1,2928.67,4299.33,7228.00,2,9.1906e-06,9.99027e-05
TRMT10A,2827.00,4401.33,7228.33,2,1.04253e-05,9.99094e-05
NXN,4196.67,3031.67,7228.33,2,9.65668e-07,0.000166155
CD69,2633.00,4595.67,7228.67,3,6.19061e-06,0.000112742
ITPRIP,3723.33,3506.00,7229.33,1,1.27537e-05,0.000100165
SFN,3595.33,3634.33,7229.67,2,3.98861e-06,0.000133937
PEX12,3984.00,3247.00,7231.00,2,4.05236e-06,9.99998e-05
RAB3GAP1,3468.67,3762.33,7231.00,1,6.25982e-06,0.00021512
KIAA0232,2632.67,4598.67,7231.33,2,1.16642e-05,9.98888e-05
PTHLH,2783.00,4449.33,7232.33,2,1.23554e-05,9.9908e-05
OSGIN1,4945.67,2288.00,7233.67,2,6.53535e-08,0.000183755
ZNF267,4638.67,2595.33,7234.00,2,1.42834e-06,0.000185261
LOC284009,2936.33,4298.00,7234.33,2,1.06404e-05,9.99029e-05
SNHG18,4126.33,3109.00,7235.33,2,1.33919e-06,0.000163314
MAPK7,3948.00,3287.33,7235.33,2,1.12895e-06,0.000133469
PLEKHA2,3043.67,4192.00,7235.67,2,8.91921e-06,9.99093e-05
DSPP,2656.33,4579.33,7235.67,2,1.35007e-05,9.98915e-05
RP11-334C17.5,3420.67,3815.00,7235.67,2,7.29351e-06,9.99474e-05
TFB2M,3621.00,3615.33,7236.33,2,5.84739e-06,0.000114561
AOAH,3676.67,3560.00,7236.67,1,3.67899e-06,0.000253527
LRRC34,2543.00,4694.33,7237.33,2,1.31504e-05,9.98727e-05
POFUT2,4130.00,3107.33,7237.33,2,3.0389e-06,0.00013605
FOXK1,4202.67,3034.67,7237.33,2,1.66319e-06,0.000145891
USP32P2,4418.67,2819.00,7237.67,2,2.55509e-06,0.000145526
ZNF347,3239.67,3999.33,7239.00,2,7.41602e-06,9.99477e-05
MCTP1,2391.33,4848.33,7239.67,2,1.46004e-05,9.98275e-05
ZBTB40,2816.33,4424.67,7241.00,2,1.00152e-05,9.99109e-05
GAB3,3185.67,4055.67,7241.33,2,1.11431e-05,9.99484e-05
GDAP2,3575.33,3666.33,7241.67,1,4.62355e-06,0.000228645
RP11-468E2.5,2398.67,4844.00,7242.67,2,1.86248e-05,9.97815e-05
SULT2B1,3502.00,3741.33,7243.33,2,2.50296e-06,0.000128257
ING3,2967.67,4275.67,7243.33,2,9.34377e-06,9.99093e-05
S100A7,4173.33,3071.00,7244.33,2,1.84465e-06,0.000134767
C21orf91,3900.00,3344.67,7244.67,2,4.33552e-06,0.000100003
SLC6A16,2988.67,4256.67,7245.33,2,9.90941e-06,9.99014e-05
RWDD2A,3550.67,3695.67,7246.33,2,5.74176e-06,9.99557e-05
TLR4,3748.00,3499.67,7247.67,1,1.23186e-05,0.000100167
AX747826,3195.00,4054.67,7249.67,2,1.05574e-05,9.99333e-05
LONRF1,3761.67,3490.00,7251.67,1,1.20297e-05,0.000100175
USP46,3708.00,3544.33,7252.33,1,3.4613e-06,0.000257731
ALDH6A1,3845.67,3407.00,7252.67,1,2.67968e-06,0.000350799
PRRG1,2566.67,4686.00,7252.67,2,1.59837e-05,9.98761e-05
NPW,3873.67,3379.33,7253.00,1,2.53834e-06,0.000394404
MED30,3760.67,3492.33,7253.00,1,3.12196e-06,0.000278737
TPSAB1,4123.33,3130.00,7253.33,2,9.17956e-07,0.000141071
SLC15A2,3290.00,3964.00,7254.00,2,7.04534e-06,9.99361e-05
ERO1LB,3558.33,3697.00,7255.33,2,5.83541e-06,9.99656e-05
IL15,2455.67,4802.00,7257.67,2,1.41342e-05,9.98327e-05
AMDHD1,2903.00,4355.67,7258.67,2,1.00718e-05,9.99185e-05
PIK3CG,3285.00,3975.33,7260.33,2,7.12876e-06,9.9952e-05
BCAR3,3876.33,3384.33,7260.67,1,2.52984e-06,0.000387369
FRMD4A,3460.00,3801.67,7261.67,1,6.51643e-06,0.00020993
LOC100288911,3779.67,3482.00,7261.67,1,1.39454e-05,0.000100315
ARHGAP6,3521.33,3740.67,7262.00,1,5.33908e-06,0.000217733
C5,3248.33,4014.33,7262.67,2,7.46886e-06,9.99401e-05
ERV3-2,2405.67,4857.67,7263.33,2,1.46684e-05,9.98096e-05
LOC100506119,4239.67,3023.67,7263.33,2,7.08877e-07,0.000151178
FBXO5,3487.33,3777.00,7264.33,1,5.95342e-06,0.000213267
CYSLTR1,3226.00,4038.67,7264.67,2,8.18487e-06,9.99158e-05
CHEK1,3871.33,3393.67,7265.00,2,5.38449e-06,0.000127291
NEDD1,3634.67,3632.67,7267.33,2,5.44286e-06,9.99676e-05
TNN,2849.67,4417.67,7267.33,2,1.72821e-05,9.98931e-05
PDIA4,3711.67,3556.00,7267.67,1,1.60332e-05,0.000100175
SLC26A4,3231.00,4037.00,7268.00,2,9.95587e-06,9.99388e-05
AX747730,4134.67,3134.00,7268.67,2,1.01473e-06,0.000149981
HOTS,3510.33,3759.67,7270.00,2,3.8582e-06,0.000134439
ANO6,3836.00,3435.00,7271.00,1,2.73287e-06,0.000317559
RNF128,4434.67,2836.67,7271.33,2,1.58796e-06,0.000160414
SEPT7P2,3591.33,3680.33,7271.67,2,2.91875e-06,0.000116431
IL4R,2589.33,4683.33,7272.67,2,1.21184e-05,9.98706e-05
CDC42SE2,3640.33,3633.67,7274.00,2,2.82814e-06,0.000125766
TRIM16,3312.33,3962.33,7274.67,2,3.02899e-06,0.000110304
NFS1,3528.67,3746.33,7275.00,1,5.25661e-06,0.000216969
AKAP9,3689.33,3586.00,7275.33,1,3.58619e-06,0.000245949
LOC100506548,3351.00,3925.00,7276.00,2,1.21342e-05,9.99041e-05
MCTP2,2744.33,4532.00,7276.33,2,1.39041e-05,9.98861e-05
TGFBR1,4223.67,3053.33,7277.00,2,2.34733e-06,0.000220658
TMOD3,3654.67,3622.67,7277.33,1,1.41104e-05,0.000100103
CCSER2,3258.00,4020.00,7278.00,2,7.19377e-06,9.99496e-05
ZNF197,3005.33,4273.33,7278.67,2,8.71168e-06,9.99226e-05
ZNF503,3963.67,3315.33,7279.00,2,2.85548e-06,0.000172274
KLF5,4071.67,3207.67,7279.33,2,1.37147e-06,0.000156321
AMPD2,3804.33,3475.33,7279.67,2,6.18078e-06,9.99926e-05
ZNF283,3696.00,3584.33,7280.33,2,5.78475e-06,9.99882e-05
BHLHE22,4077.67,3203.00,7280.67,2,4.17906e-06,0.000100004
IL1R1,3565.33,3716.00,7281.33,2,5.33643e-06,0.000116383
DYRK1A,3844.00,3438.00,7282.00,2,4.99803e-06,0.00014033
CD180,3349.67,3932.33,7282.00,1,0.000103991,0.000100046
CCAR1,3632.00,3650.33,7282.33,2,2.67189e-06,0.000127496
ATP2B1,3729.33,3553.33,7282.67,1,1.26496e-05,0.000100135
DAPL1,4010.67,3272.67,7283.33,2,3.27209e-06,0.000147135
NDUFV2-AS1,2738.67,4546.00,7284.67,2,1.08001e-05,9.98733e-05
KAZALD1,4766.67,2518.33,7285.00,2,3.59225e-07,0.000168039
SH3TC1,3374.67,3911.00,7285.67,2,3.92101e-06,0.000130478
FANCL,4102.00,3184.00,7286.00,2,3.15745e-06,0.00013319
IFFO2,3647.00,3639.67,7286.67,1,1.88091e-05,0.000100118
ATP5A1,3801.33,3485.67,7287.00,2,3.03404e-06,0.000116507
BST1,2464.00,4823.33,7287.33,2,1.92729e-05,9.97128e-05
TMTC4,3888.33,3400.67,7289.00,2,1.6239e-06,0.000188481
PDZK1IP1,3787.67,3502.33,7290.00,2,2.42708e-06,0.0001196
RHOBTB1,3826.67,3463.67,7290.33,2,2.16379e-06,0.000147829
NCK1-AS1,3722.67,3568.33,7291.00,1,1.56477e-05,0.000100164
ZNF264,3118.00,4173.33,7291.33,2,8.42997e-06,9.99378e-05
HCFC2,3154.33,4138.67,7293.00,2,1.77295e-05,9.98445e-05
ZNF17,3322.00,3971.33,7293.33,2,6.88585e-06,9.9937e-05
CLEC2B,3100.67,4193.00,7293.67,2,1.09039e-05,9.99242e-05
ISG20,3950.67,3343.00,7293.67,2,2.9436e-06,0.000140045
GUSBP11,3760.00,3534.00,7294.00,2,2.49433e-06,0.000121354
RAB11FIP4,3382.00,3912.00,7294.00,2,2.78507e-06,0.000131894
IGSF21,2589.33,4707.00,7296.33,2,1.54802e-05,9.98477e-05
KLK5,2784.67,4512.33,7297.00,2,1.10364e-05,0.000126061
AKT3,3150.00,4148.00,7298.00,2,1.47768e-05,9.99263e-05
TMEM132C,3456.67,3841.33,7298.00,1,3.25145e-05,0.000100061
TMEM159,4218.00,3080.33,7298.33,2,3.1579e-06,0.000100014
PRKRA,3553.00,3745.67,7298.67,2,3.32013e-06,0.000115674
GAS7,2856.00,4442.67,7298.67,2,1.19898e-05,9.989e-05
EMP1,3839.33,3461.67,7301.00,1,1.06519e-05,0.000100203
OR7E12P,3604.00,3697.67,7301.67,2,2.04345e-06,0.000115527
EIF4ENIF1,3770.67,3531.00,7301.67,1,3.06064e-06,0.00026246
HP,2495.67,4806.33,7302.00,2,1.34144e-05,9.98154e-05
MBOAT2,4597.67,2705.00,7302.67,2,1.66143e-06,0.000159391
ELMO3,3899.33,3403.33,7302.67,2,2.68711e-06,0.000156901
NFE4,3555.00,3748.00,7303.00,2,2.16558e-06,0.000130821
TATDN1,3547.67,3755.33,7303.00,2,3.04155e-06,0.000128462
KIF21B,3860.33,3444.67,7305.00,2,2.07085e-06,0.000149129
LRP8,3697.33,3608.67,7306.00,2,4.64174e-06,0.000154714
TMEM74B,3194.00,4112.33,7306.33,2,3.50066e-06,0.000127558
PLXDC1,3723.67,3583.67,7307.33,1,3.3448e-06,0.000246826
ACBD5,3775.33,3532.00,7307.33,2,5.72698e-06,9.99434e-05
DNASE1L3,4195.00,3112.33,7307.33,2,2.45128e-06,0.000134534
WFDC1,4178.00,3131.33,7309.33,2,1.93566e-06,0.000143952
CMC4,3911.33,3398.00,7309.33,1,2.37282e-06,0.000365089
RP11-686D22.8,3250.33,4059.33,7309.67,2,7.33427e-06,9.9943e-05
AC017002.2,2694.33,4617.33,7311.67,2,1.34127e-05,9.98259e-05
LATS2,3894.67,3417.00,7311.67,1,2.44651e-06,0.000336938
ABCG1,2786.33,4525.33,7311.67,2,1.17922e-05,9.98823e-05
RAC2,3466.00,3846.00,7312.00,1,6.37602e-06,0.000205079
IL2RB,3523.67,3788.67,7312.33,2,4.03018e-06,0.000119403
ASL,3868.00,3444.33,7312.33,2,1.35127e-06,0.000135131
PSTPIP2,4107.00,3206.00,7313.00,2,2.41178e-06,0.000139691
ALKBH1,3696.33,3617.00,7313.33,1,3.53206e-06,0.000238852
PET112,3742.33,3571.67,7314.00,2,1.65186e-06,0.000132617
RFX3,3832.00,3482.67,7314.67,2,4.71015e-06,0.000115009
BFSP1,2710.00,4605.00,7315.00,2,1.52984e-05,0.00012086
SIRT1,3477.67,3837.67,7315.33,2,6.21569e-06,9.99649e-05
RASSF1,2677.67,4640.67,7318.33,2,1.29565e-05,9.98807e-05
PKP3,3740.00,3578.67,7318.67,1,3.2325e-06,0.000248421
LOC100287525,4094.33,3224.33,7318.67,2,1.09969e-06,0.000185611
PRMT9,2981.00,4338.67,7319.67,2,1.01096e-05,9.98976e-05
LOC101929232,3332.00,3989.67,7321.67,2,6.79156e-06,9.99135e-05
PKN3,4597.00,2725.00,7322.00,2,9.38253e-07,0.000145071
TBC1D15,2810.67,4512.67,7323.33,2,1.18999e-05,9.98767e-05
SVIL,3958.67,3365.33,7324.00,1,2.1795e-06,0.000447796
CCDC146,4253.67,3070.67,7324.33,2,3.21145e-06,0.000100015
NCK1,3293.00,4031.67,7324.67,2,7.95938e-06,9.99502e-05
ZNF736,3856.33,3469.00,7325.33,2,5.1238e-06,0.000116959
ZRANB1,3072.67,4253.67,7326.33,2,8.30111e-06,9.99214e-05
CLIC3,2666.00,4660.67,7326.67,3,1.10415e-05,0.000110788
TMEM8B,4684.33,2643.00,7327.33,2,5.43761e-07,0.000148466
ADAMTS3,2677.67,4649.67,7327.33,2,1.47345e-05,9.9822e-05
GVINP1,2776.00,4551.67,7327.67,2,1.0866e-05,9.98963e-05
MDH1B,2941.33,4386.67,7328.00,2,1.0995e-05,9.98943e-05
ANGPTL2,2569.33,4760.33,7329.67,2,1.65696e-05,0.000121018
YPEL2,2837.00,4493.00,7330.00,2,1.1078e-05,9.99025e-05
BC012193,3940.33,3391.67,7332.00,2,4.16804e-06,9.99833e-05
FNBP1,4013.00,3319.00,7332.00,2,3.8706e-06,0.000117982
SPICE1,2969.33,4363.33,7332.67,2,5.66186e-06,0.000119428
CUTC,2487.00,4847.33,7334.33,2,1.35699e-05,9.98274e-05
ADD2,3756.67,3578.67,7335.33,2,1.57844e-06,0.000140164
FAM98B,3390.33,3945.00,7335.33,1,8.73864e-06,0.000194765
RNF187,3849.67,3487.00,7336.67,2,4.69377e-06,0.000121199
CXorf56,3561.67,3776.67,7338.33,2,7.42717e-06,9.99524e-05
METTL21A,3259.67,4079.00,7338.67,2,7.4856e-06,9.98993e-05
SLC25A18,2609.67,4729.67,7339.33,2,1.43036e-05,9.98599e-05
OLFML2B,3579.00,3760.67,7339.67,2,3.71339e-06,0.000128791
PCDHB5,2829.33,4511.33,7340.67,2,1.00895e-05,9.98754e-05
ZNF226,3984.67,3356.00,7340.67,1,2.07721e-06,0.000494438
RWDD4,3521.67,3819.33,7341.00,2,8.29635e-06,9.99486e-05
LOC101926918,3791.33,3550.00,7341.33,2,1.47839e-06,0.000136262
ERCC3,2681.33,4660.33,7341.67,2,1.12516e-05,9.98759e-05
KLRD1,3103.67,4240.00,7343.67,2,3.85159e-06,0.000121933
NYNRIN,2895.00,4449.67,7344.67,2,5.20312e-06,0.000119452
COPS2,3226.67,4119.00,7345.67,2,7.46929e-06,9.99247e-05
KIAA1109,4152.33,3194.00,7346.33,2,2.49269e-06,0.000127945
CHRD,3657.00,3689.33,7346.33,2,1.88502e-06,0.000124138
LOC100133130,3063.33,4285.00,7348.33,2,1.0126e-05,9.9865e-05
WDR11,3224.67,4123.67,7348.33,2,4.40686e-06,0.000119551
PAM,4196.00,3155.67,7351.67,2,3.53477e-06,0.000100044
FGF13,3063.67,4289.00,7352.67,3,3.3559e-06,0.000111817
KLF9,3933.00,3419.67,7352.67,1,2.29173e-06,0.00033246
CCDC104,3679.33,3673.67,7353.00,2,2.64637e-06,0.000117153
LOC100293211,3852.67,3501.00,7353.67,1,2.64951e-06,0.000274738
PP12719,3179.00,4175.00,7354.00,2,1.01308e-05,9.99277e-05
BNIP3,3945.00,3409.00,7354.00,2,1.34368e-06,0.000146215
GBGT1,2912.00,4442.00,7354.00,2,9.28714e-06,9.9908e-05
TROVE2,3125.33,4229.67,7355.00,2,5.28477e-06,0.000118593
ZNF610,3414.67,3940.67,7355.33,2,6.41595e-06,9.99399e-05
FAM105A,4132.00,3225.00,7357.00,2,9.33022e-07,0.000163972
KB-431C1.4,3022.67,4334.33,7357.00,2,8.53123e-06,9.99007e-05
VWDE,4338.33,3019.00,7357.33,2,2.73406e-06,0.000100022
RIPPLY3,4255.00,3102.67,7357.67,2,3.12041e-06,0.000100023
ZNF571,3743.67,3616.00,7359.67,2,5.09335e-06,9.99761e-05
LOC646214,2878.67,4481.67,7360.33,2,1.02125e-05,9.98869e-05
OR7E156P,4502.33,2858.67,7361.00,2,1.42107e-06,0.000154144
SCGB2A2,3955.33,3405.67,7361.00,2,3.09276e-06,0.000152522
