gene,mean_shap_rank,mean_attn_rank,combined_rank_score,n_folds,mean_shap_importance,mean_attention
RBM5,3563.67,2320.33,5884.00,2,3.48087e-06,0.000161467
FGR,2465.33,3419.00,5884.33,2,1.39977e-05,9.99996e-05
TMEM246,3781.00,2104.00,5885.00,2,4.69179e-06,0.000172227
NR2F2-AS1,2698.00,3188.67,5886.67,2,1.99097e-05,0.000100004
NXPH3,3454.00,2433.33,5887.33,2,2.59098e-06,0.000175563
LYRM5,3427.00,2461.67,5888.67,2,4.09485e-06,0.000152663
TACC3,2682.00,3207.67,5889.67,2,7.28971e-06,0.000132073
CYCS,2819.33,3070.67,5890.00,2,1.08552e-05,0.000100027
ROPN1,2521.67,3369.33,5891.00,2,1.05318e-05,0.000169712
ECM1,2714.33,3177.00,5891.33,2,1.13274e-05,0.000130747
DKFZP586I1420,3065.00,2827.67,5892.67,2,4.64292e-06,0.000140083
CAPS2,2565.00,3328.00,5893.00,2,1.63232e-05,9.9999e-05
THSD7A,2314.00,3579.67,5893.67,2,1.61209e-05,9.99696e-05
VPS26A,3120.33,2773.33,5893.67,2,1.15346e-05,0.00013211
SH3RF2,3590.67,2305.00,5895.67,2,3.37397e-06,0.000209113
ICAM1,1458.33,4437.67,5896.00,3,1.12738e-05,0.000109949
CCR1,3649.00,2247.67,5896.67,3,2.17334e-06,0.000119423
SLA,2666.00,3231.00,5897.00,3,4.03896e-06,0.000110393
ITGA2,3148.33,2752.33,5900.67,3,3.27294e-06,0.000130213
CYP26A1,3224.00,2677.67,5901.67,2,1.2073e-05,0.000100176
IER5,3388.33,2513.67,5902.00,2,3.88912e-06,0.000149379
KANSL1,2815.33,3087.00,5902.33,2,6.05805e-06,0.00012649
POM121L9P,2895.67,3008.00,5903.67,2,1.24008e-05,0.000100324
NUF2,3011.00,2894.67,5905.67,2,1.09889e-05,0.000130858
CCR7,2504.67,3401.33,5906.00,3,8.47877e-06,0.000135037
ARMCX3,3228.67,2678.33,5907.00,2,4.17091e-06,0.000139593
EIF2AK4,2999.67,2908.00,5907.67,2,8.87555e-06,0.000251575
ZFP82,2692.33,3216.67,5909.00,2,6.13461e-06,0.000127081
ATP6V1C2,3228.00,2681.67,5909.67,2,5.42018e-06,0.000150814
ZNF141,2770.00,3141.00,5911.00,2,1.61468e-05,0.000100026
CYP2J2,3583.33,2327.67,5911.00,2,6.50464e-06,0.000232858
SLCO3A1,2403.33,3508.67,5912.00,2,1.45412e-05,9.99624e-05
GDF15,2870.33,3042.33,5912.67,2,4.96347e-06,0.000153816
PVRL3,2213.33,3699.33,5912.67,3,1.14385e-05,0.000108499
TPK1,2508.67,3405.67,5914.33,3,1.60376e-05,0.000120558
GPNMB,2706.67,3207.67,5914.33,2,6.56202e-06,0.000121951
C1orf213,3123.00,2792.67,5915.67,2,3.77935e-06,0.000190437
LPHN3,2152.67,3763.33,5916.00,2,1.90383e-05,9.99724e-05
LPIN2,3071.33,2844.67,5916.00,2,8.4398e-06,0.000100039
CRNDE,3215.67,2701.33,5917.00,2,4.37792e-06,0.000139174
PARP9,2351.67,3568.00,5919.67,2,9.0995e-06,0.00012538
MEST,2820.00,3101.33,5921.33,2,6.17766e-06,0.000128649
TMEM38A,3497.00,2426.67,5923.67,2,2.55488e-06,0.00018994
GALC,2548.00,3377.00,5925.00,2,7.23025e-06,0.000116482
LOC102724441,3447.67,2478.00,5925.67,2,4.20637e-06,0.00015562
SCNN1B,2243.00,3683.67,5926.67,3,0.000251047,0.000115857
AKR1B1,2956.67,2971.00,5927.67,3,3.58484e-06,0.000131758
ZNF300,2355.67,3572.00,5927.67,3,5.94279e-06,0.000123772
POLI,2553.67,3375.00,5928.67,2,6.81296e-06,0.000122436
SLC20A1,2880.67,3048.67,5929.33,2,8.39745e-06,0.000126249
SPRY2,2768.33,3161.00,5929.33,2,5.9561e-06,0.000138034
BCL2A1,2561.67,3370.33,5932.00,3,7.90915e-06,0.000110408
KRT14,2237.67,3694.67,5932.33,3,2.00229e-05,0.000121799
ANKRD39,3298.67,2633.67,5932.33,2,3.0993e-06,0.00018178
EID2B,2803.33,3130.33,5933.67,2,1.14639e-05,0.00010001
RAPGEF3,2771.67,3162.33,5934.00,2,9.43569e-06,0.000124789
RP11-589P10.5,2271.00,3664.67,5935.67,2,1.68325e-05,9.9954e-05
TWF1,3542.67,2394.00,5936.67,2,7.10445e-06,0.000148999
STAG3,3286.67,2650.33,5937.00,2,3.34786e-06,0.000160339
LBP,3502.33,2435.00,5937.33,2,2.82779e-06,0.000197109
EPHB1,3251.33,2686.33,5937.67,2,4.07636e-06,0.000161243
FBXO6,2128.33,3809.67,5938.00,3,7.27422e-06,0.000115716
ZFYVE16,2551.67,3386.33,5938.00,2,6.8537e-06,0.00011518
CAPN8,3211.33,2726.67,5938.00,3,4.25035e-06,0.00011688
NCOA6,2744.33,3194.33,5938.67,2,9.79317e-06,0.000121292
RGL1,2852.67,3087.33,5940.00,2,2.16285e-05,0.000100042
SRGN,2909.67,3032.33,5942.00,2,6.53036e-06,0.000139142
BTNL9,2801.67,3140.33,5942.00,2,5.55475e-06,0.000124192
TDRKH,3457.33,2485.00,5942.33,2,3.32341e-06,0.000162878
ASNS,3244.00,2699.00,5943.00,2,9.10154e-06,0.000144094
ARSJ,2012.00,3931.67,5943.67,3,6.44964e-06,0.000110817
CAV2,2577.00,3367.00,5944.00,2,7.31846e-06,0.00011356
KREMEN2,2741.67,3202.33,5944.00,2,2.47638e-05,0.000121674
SERTAD4-AS1,2534.00,3412.00,5946.00,3,8.25431e-06,0.00011236
ATP6V0A4,3144.67,2802.67,5947.33,2,8.00344e-06,0.000100039
EMILIN1,3503.67,2444.00,5947.67,2,2.55401e-06,0.00020989
CENPE,3057.33,2890.67,5948.00,2,8.23328e-06,0.000136789
ZNF765,3308.33,2640.00,5948.33,2,6.47899e-06,0.000143883
PRF1,2911.33,3037.33,5948.67,2,5.4019e-06,0.0002027
SEMA3C,3411.67,2537.67,5949.33,3,3.06357e-06,0.000121347
FKBP10,2900.67,3049.00,5949.67,2,7.12085e-06,0.000173196
FGGY,3429.33,2520.67,5950.00,2,2.53697e-06,0.000182789
OSTM1,2893.67,3057.00,5950.67,2,1.03882e-05,0.000100017
RP6-99M1.2,2529.33,3421.67,5951.00,2,1.31236e-05,9.99872e-05
LUM,3899.00,2052.00,5951.00,2,4.83224e-06,0.000189341
ZNF512B,3277.00,2674.33,5951.33,2,4.69594e-06,0.000142244
CCDC132,2837.33,3114.33,5951.67,2,1.39143e-05,0.000122824
LOC283357,3321.67,2632.00,5953.67,2,3.75326e-06,0.000148101
CXCL6,3143.67,2810.67,5954.33,3,2.99457e-06,0.000139294
KCNT2,2224.00,3730.67,5954.67,2,2.04456e-05,9.99678e-05
PMPCB,2944.67,3011.00,5955.67,2,1.45787e-05,0.000125993
ABAT,2324.33,3631.67,5956.00,3,6.12736e-06,0.000107912
PECAM1,2307.00,3650.33,5957.33,2,3.75358e-05,9.99302e-05
COG6,2610.67,3347.00,5957.67,2,9.45937e-06,0.000115897
MS4A6A,2543.67,3414.00,5957.67,2,6.88748e-06,0.000133072
PRR15L,3106.33,2851.33,5957.67,2,3.92478e-06,0.000213399
CD14,3252.33,2706.00,5958.33,2,4.01629e-06,0.000147714
SERINC1,3291.67,2667.33,5959.00,2,4.28156e-06,0.000142887
EEF2K,3550.00,2409.33,5959.33,2,7.99704e-06,0.000100125
C16orf87,3049.00,2910.67,5959.67,2,9.51966e-06,0.000100039
CRLF1,3140.33,2820.00,5960.33,3,4.7478e-06,0.000128887
IL27RA,3252.67,2708.33,5961.00,3,2.99419e-06,0.000114237
KIAA1804,2194.67,3767.67,5962.33,3,5.27568e-06,0.000118827
LINC01207,3370.33,2592.00,5962.33,3,6.26971e-06,0.000145862
LINC00176,3247.00,2716.00,5963.00,2,3.2031e-06,0.000160051
APITD1,2908.67,3054.67,5963.33,2,1.50214e-05,0.000100019
LINC00597,3218.67,2745.00,5963.67,2,4.62873e-06,0.000138683
PRUNE2,2633.33,3330.33,5963.67,2,9.31244e-06,0.000137646
KDM7A,3225.33,2738.67,5964.00,2,3.33131e-06,0.000162067
S100A8,2247.00,3717.67,5964.67,3,7.606e-06,0.000111769
ARSG,2765.00,3200.00,5965.00,2,1.05648e-05,0.000100003
TMEM68,2843.33,3121.67,5965.00,2,9.82712e-06,0.000100029
HIATL1,3508.00,2457.33,5965.33,2,4.25409e-06,0.000154881
ZCCHC8,2722.33,3243.67,5966.00,2,6.02996e-06,0.000129938
GGT6,3499.33,2467.33,5966.67,2,4.27852e-06,0.000207569
SLC7A11,3202.00,2765.67,5967.67,2,5.47908e-06,0.000142508
CTSH,3589.67,2379.67,5969.33,2,8.91529e-06,0.000100206
RP11-271C24.3,2895.33,3074.33,5969.67,2,5.30128e-06,0.000139925
TFPI,2498.00,3473.33,5971.33,2,1.43839e-05,9.99821e-05
TSPYL1,2458.67,3513.00,5971.67,2,7.73691e-06,0.000107487
CDK14,2447.33,3524.67,5972.00,2,7.47006e-06,0.000113542
SMOC1,3789.33,2183.67,5973.00,2,1.56197e-06,0.000172583
FAM20A,2646.00,3327.00,5973.00,2,1.16574e-05,0.000100013
EVPL,3204.00,2769.33,5973.33,2,3.39444e-06,0.000184933
LINC00849,2713.67,3260.67,5974.33,2,1.26531e-05,0.000100015
TXNDC16,3131.00,2844.00,5975.00,2,6.07651e-06,0.000133032
C16orf54,2652.00,3323.67,5975.67,3,5.7129e-06,0.000110249
CUL3,2883.33,3093.67,5977.00,2,7.17735e-06,0.000124811
RP4-758J24.5,3146.67,2831.33,5978.00,2,8.32954e-06,0.000841494
LOC101926951,2391.33,3587.67,5979.00,3,1.26411e-05,0.000119807
HMGN2P46,3253.33,2725.67,5979.00,2,3.30422e-06,0.000225218
PLAT,2275.67,3704.00,5979.67,3,7.59571e-06,0.000106315
MBNL1-AS1,2966.33,3013.33,5979.67,2,9.0023e-06,0.000100022
IL21R,3079.33,2900.67,5980.00,2,1.73222e-05,0.000100059
HEY1,3200.33,2780.00,5980.33,2,1.00782e-05,0.000100048
PPP1R14C,2380.00,3600.67,5980.67,3,2.00473e-05,0.000126217
PCOLCE,3708.33,2272.33,5980.67,2,4.14877e-06,0.000220825
CEP85L,2891.00,3090.33,5981.33,2,8.64263e-06,0.000123927
IMPACT,3121.00,2860.67,5981.67,2,5.21905e-06,0.0001576
ASRGL1,2221.00,3761.67,5982.67,3,1.18971e-05,0.000120793
MRPL39,2569.33,3414.33,5983.67,2,7.75825e-06,0.00012609
RPP30,2621.00,3363.00,5984.00,2,6.92814e-06,0.000112755
THEMIS2,1980.33,4004.33,5984.67,3,7.03428e-06,0.000119854
GOLM1,3517.67,2468.33,5986.00,2,1.24245e-05,0.000166236
HLA-DRB4,3528.33,2457.67,5986.00,3,3.16658e-06,0.000141033
COLCA2,2626.67,3360.00,5986.67,3,6.87208e-06,0.000123036
SHROOM4,2593.67,3394.33,5988.00,2,6.6443e-06,0.000136294
IGFBP3,2359.33,3628.67,5988.00,3,6.38027e-06,0.00010913
WNT5A,2889.00,3099.67,5988.67,3,3.54681e-06,0.000110379
ITGAV,2924.33,3064.67,5989.00,2,5.13947e-06,0.000136527
KLRC1,2982.33,3006.67,5989.00,3,5.13175e-06,0.000143199
FCHSD2,3178.00,2811.67,5989.67,2,5.33356e-06,0.000136301
AASS,2586.67,3404.00,5990.67,2,1.41483e-05,9.99885e-05
ZNF217,3562.67,2428.00,5990.67,2,3.5621e-06,0.00020266
ABCA1,2929.00,3062.67,5991.67,2,9.57429e-06,0.00012492
AURKA,3069.33,2923.67,5993.00,2,8.15543e-06,0.00013243
P2RY8,2141.67,3851.67,5993.33,3,8.60934e-06,0.000122501
CD3G,2073.00,3922.67,5995.67,3,1.06664e-05,0.000117173
POLQ,3687.67,2308.00,5995.67,2,3.50191e-06,0.000217957
MND1,3550.67,2445.33,5996.00,2,8.29123e-06,0.000146965
CDKN3,3046.33,2950.67,5997.00,2,1.51661e-05,0.000129224
LDLRAD3,3633.67,2364.00,5997.67,2,2.8542e-06,0.000163191
CLUL1,3395.00,2603.00,5998.00,2,7.23681e-06,0.000100059
BC038731,2319.33,3678.67,5998.00,3,9.58681e-06,0.000123393
AP000347.2,3322.00,2676.67,5998.67,2,4.26636e-06,0.000143988
SYNE4,2699.33,3299.33,5998.67,2,7.93711e-06,0.000217211
SNAPC1,3548.00,2451.33,5999.33,2,3.11047e-06,0.000220068
SLC6A4,3031.33,2971.00,6002.33,2,1.21486e-05,0.000100037
MIR155,2776.67,3226.00,6002.67,3,4.42929e-06,0.000122248
BEX1,1912.33,4090.33,6002.67,3,9.73323e-06,0.000108426
PHGDH,3432.00,2571.33,6003.33,2,8.1327e-06,0.000150228
PDZD4,3105.00,2898.33,6003.33,2,3.81617e-06,0.000176135
KIAA1841,3293.00,2710.67,6003.67,2,9.29507e-06,0.000134936
RASSF2,2851.00,3153.00,6004.00,3,6.22274e-06,0.000118081
SGPP1,3341.33,2662.67,6004.00,3,4.40679e-06,0.000120362
PPM1A,3211.00,2793.67,6004.67,2,7.4335e-06,0.00010004
SPRYD7,2927.67,3077.33,6005.00,2,5.604e-06,0.000159902
LOC101927027,3173.67,2831.67,6005.33,2,4.48792e-06,0.000140438
ANGPT2,1589.67,4416.00,6005.67,3,1.25061e-05,0.000117292
DAB2,2804.67,3201.67,6006.33,2,5.75201e-06,0.000125728
ANAPC11,3321.33,2686.00,6007.33,2,1.63557e-05,0.000137514
LOC101929855,2781.33,3226.33,6007.67,2,6.50972e-06,0.000122174
ZFYVE9,3602.33,2405.67,6008.00,2,2.13678e-06,0.000201479
PDCD4,2803.67,3204.33,6008.00,2,1.02329e-05,0.00010003
FCER1A,2456.67,3551.33,6008.00,2,1.36773e-05,9.9985e-05
RBM6,3380.33,2629.33,6009.67,2,3.59048e-06,0.000184043
RNFT2,3308.33,2701.67,6010.00,2,3.17298e-06,0.000169413
DPYSL3,3387.00,2623.33,6010.33,3,4.3106e-06,0.000134827
LOC100996579,2670.67,3340.33,6011.00,3,7.77781e-06,0.000134464
ZNF30,3446.33,2564.67,6011.00,2,3.33571e-06,0.000229222
HTRA1,3594.33,2417.00,6011.33,2,3.78506e-06,0.000260103
C11orf96,1338.33,4674.00,6012.33,3,1.09835e-05,0.000108809
B3GALNT1,2701.00,3312.33,6013.33,2,6.05699e-06,0.000134819
TNFRSF10D,2303.67,3711.00,6014.67,2,9.53478e-06,0.000132278
C8orf76,3032.00,2982.67,6014.67,2,4.77935e-06,0.000135595
SEL1L3,1984.33,4030.67,6015.00,2,1.52275e-05,0.000113149
KIF13B,2301.33,3715.00,6016.33,2,1.73298e-05,9.99227e-05
ALAS1,3032.00,2984.67,6016.67,2,9.87215e-06,0.000100038
SNX2,2955.67,3061.00,6016.67,2,8.78434e-06,0.000128621
GPR183,2532.67,3485.00,6017.67,3,4.81935e-06,0.000107995
TYRP1,1914.00,4104.33,6018.33,3,8.0888e-06,0.000107183
RPL18A,3581.33,2437.00,6018.33,2,2.80005e-06,0.000170246
TNFRSF10A,3502.33,2517.33,6019.67,2,2.54284e-06,0.000196817
DKK3,3028.33,2991.33,6019.67,2,4.72837e-06,0.00014
RBMXL1,2646.00,3374.67,6020.67,2,6.32469e-06,0.00012088
PRPF3,3671.00,2350.00,6021.00,2,3.27381e-06,0.000158497
GGNBP2,2646.67,3374.67,6021.33,2,9.72141e-06,0.000115087
LYN,2732.33,3289.00,6021.33,2,1.08691e-05,0.000100171
SF3B6,3367.00,2655.33,6022.33,2,1.20726e-05,0.000140421
PC,3695.33,2327.00,6022.33,2,1.78585e-06,0.000188166
POSTN,2738.00,3284.67,6022.67,3,3.46436e-05,0.000115368
KIF11,3198.67,2824.00,6022.67,2,7.65159e-06,0.000171975
TMEM119,2529.67,3494.00,6023.67,3,5.12589e-06,0.000115956
TMEM91,3375.33,2649.33,6024.67,2,1.65201e-05,0.000100293
MGLL,2684.33,3341.00,6025.33,2,6.28388e-06,0.000126956
HSD17B14,3511.00,2515.33,6026.33,2,2.6737e-06,0.00016105
CNTN4,2403.67,3623.33,6027.00,2,1.52775e-05,9.99784e-05
SKA3,3246.67,2780.33,6027.00,2,5.32392e-06,0.000141403
FAM221A,2466.33,3561.00,6027.33,3,1.48431e-05,0.000118708
RP11-138A9.1,3150.67,2877.00,6027.67,2,4.46303e-06,0.000194458
PRTFDC1,2672.33,3356.67,6029.00,2,7.59161e-06,0.000119213
ICOS,2540.67,3489.00,6029.67,2,1.34433e-05,9.99726e-05
KMT2E,3321.67,2708.33,6030.00,2,3.90307e-06,0.000141405
CCDC19,3181.33,2848.67,6030.00,2,4.29952e-06,0.000146457
CAPN13,3452.67,2578.33,6031.00,2,6.28306e-06,0.000100091
CMPK2,2779.33,3254.00,6033.33,2,7.50907e-06,0.000129046
PAPLN,4003.33,2031.00,6034.33,2,2.37395e-06,0.000207268
PLAUR,3212.00,2822.67,6034.67,2,3.47796e-06,0.000150399
SECISBP2L,2938.00,3096.67,6034.67,2,5.96182e-06,0.000126781
FAIM2,3598.00,2437.00,6035.00,2,2.22827e-06,0.000184732
OXCT1,3053.00,2982.33,6035.33,2,4.87664e-06,0.000136309
KIF14,2667.00,3369.00,6036.00,2,1.28783e-05,0.000124188
EBLN3,2626.33,3410.00,6036.33,2,9.91325e-06,0.000126043
TDRD12,3632.33,2404.33,6036.67,2,1.9715e-06,0.00017243
PTPRT,3715.33,2322.33,6037.67,2,1.86963e-06,0.000181163
RMI2,3029.00,3009.00,6038.00,2,1.62485e-05,0.000364907
MICU2,2658.67,3380.00,6038.67,2,6.56808e-06,0.000130294
SLC2A3,2437.33,3601.33,6038.67,3,7.14422e-06,0.000119353
ERRFI1,2388.33,3652.00,6040.33,3,5.68002e-06,0.000126658
CDCA2,3561.33,2480.00,6041.33,2,3.78161e-06,0.000163326
RP4-635E18.8,3454.00,2588.33,6042.33,2,5.36187e-06,0.000151532
FBN2,3185.33,2857.33,6042.67,2,5.17612e-06,0.000133512
KRT81,3652.33,2393.33,6045.67,2,2.38713e-06,0.000206139
SP4,2453.00,3595.67,6048.67,2,8.57324e-06,0.000116132
DAAM1,2982.67,3067.00,6049.67,2,5.86326e-06,0.000131951
GDPD1,2962.33,3087.33,6049.67,2,1.88734e-05,0.00010002
ADRB1,2610.00,3440.00,6050.00,2,1.03204e-05,0.00012067
GTPBP10,3348.00,2702.33,6050.33,2,1.31004e-05,0.000140181
ZNF331,3050.67,3000.33,6051.00,2,4.80938e-06,0.000164014
ASPHD2,2790.00,3261.00,6051.00,3,3.82742e-06,0.000122688
LOC101928605,2141.00,3910.00,6051.00,3,5.97884e-06,0.000122478
NLRC5,2692.67,3359.33,6052.00,3,4.35135e-06,0.000130508
DYNLRB2,2466.00,3586.00,6052.00,2,1.43158e-05,9.99808e-05
LY75,1836.33,4216.67,6053.00,3,7.73208e-06,0.00011108
PKP1,3826.67,2226.67,6053.33,2,4.86164e-06,0.000167305
GPR137B,2332.67,3722.33,6055.00,2,8.35546e-06,0.000115985
MIR6872,2976.00,3080.33,6056.33,2,5.66465e-06,0.000143187
LTC4S,3297.33,2759.33,6056.67,2,3.55908e-06,0.000142936
CCDC50,3355.67,2703.33,6059.00,2,9.5776e-06,0.000100087
ESPL1,3531.00,2528.33,6059.33,2,5.00228e-06,0.000174173
DHFRL1,3317.67,2742.67,6060.33,2,9.56846e-06,0.000100046
KLRB1,1771.00,4290.00,6061.00,3,1.36454e-05,0.000111552
PBX3,4320.33,1741.00,6061.33,3,5.53317e-07,0.000184009
CDC20,3507.67,2553.67,6061.33,2,9.07011e-06,0.000140904
ZNF260,3481.00,2582.33,6063.33,2,4.11428e-06,0.000151617
NUDT12,2820.00,3243.67,6063.67,2,6.64094e-06,0.000124009
G2E3,2760.00,3303.67,6063.67,2,1.11652e-05,9.99932e-05
HTR2B,3172.67,2891.67,6064.33,3,4.61749e-06,0.000124251
SMCO4,3650.67,2414.33,6065.00,2,9.0019e-06,0.000100087
BOP1,3822.33,2242.67,6065.00,2,2.06673e-06,0.000200758
PLP1,2570.67,3494.67,6065.33,2,1.2577e-05,9.99742e-05
EXT1,2398.00,3667.33,6065.33,2,1.6707e-05,9.99711e-05
REV3L,3515.67,2550.33,6066.00,2,3.04439e-06,0.000206748
TANC2,3855.67,2210.67,6066.33,2,2.64e-06,0.000179869
HMGB2,3665.33,2401.00,6066.33,2,8.30906e-06,0.000158386
PDGFA,2136.00,3931.67,6067.67,2,1.98226e-05,9.99565e-05
RNA45S5,3221.33,2846.67,6068.00,2,7.47565e-06,0.000160785
HRH1,3504.33,2564.33,6068.67,2,2.3553e-06,0.000213965
LRRN3,2286.00,3783.33,6069.33,2,1.69247e-05,9.98836e-05
DTL,2630.33,3439.67,6070.00,2,7.63556e-06,0.00011766
GALNT1,2993.67,3076.67,6070.33,2,4.84223e-06,0.000134834
RPLP1,3718.33,2352.00,6070.33,2,2.19907e-06,0.000164968
CHD9,2782.33,3289.00,6071.33,2,5.87248e-06,0.000136128
MBD2,3518.00,2553.67,6071.67,2,6.80391e-06,0.000157664
LINC00672,3323.00,2749.00,6072.00,2,3.07012e-06,0.000168957
HERC1,2756.67,3317.00,6073.67,2,2.15444e-05,0.000114348
PODXL2,3006.67,3068.00,6074.67,2,5.6002e-06,0.000156725
NAP1L2,3366.67,2708.00,6074.67,2,1.02004e-05,0.000100057
FAM83H,3197.67,2877.00,6074.67,2,7.48595e-06,0.000150769
KATNAL1,3112.33,2963.67,6076.00,2,2.04374e-05,0.000100025
LOC101927668,3749.33,2327.67,6077.00,2,2.13384e-06,0.000163165
LINC00960,3062.33,3015.33,6077.67,3,3.7261e-06,0.000122445
NCF2,1651.33,4429.00,6080.33,3,7.43257e-06,0.000116309
MXRA7,4048.67,2032.00,6080.67,2,4.1079e-06,0.000192658
PDGFD,1865.00,4216.00,6081.00,3,8.01341e-06,0.000105543
TRPC1,2948.33,3133.00,6081.33,2,1.94214e-05,0.000100009
ASF1B,3036.67,3045.33,6082.00,2,1.00857e-05,0.000161968
PDLIM3,3043.00,3039.33,6082.33,2,7.83502e-06,0.000126147
DNAJB9,2868.33,3214.00,6082.33,2,9.6192e-06,0.000100022
CKAP2,3242.33,2840.33,6082.67,2,9.6011e-06,0.000151662
HEBP1,3037.33,3046.67,6084.00,2,4.83723e-06,0.000153355
ADCK5,3061.33,3023.00,6084.33,2,4.57966e-06,0.000145438
CACNA1D,2646.67,3438.00,6084.67,2,6.53152e-06,0.000163928
SLC25A36,2662.33,3422.33,6084.67,2,6.30935e-06,0.000118411
CEPT1,3941.33,2144.67,6086.00,2,4.03046e-06,0.000204694
BPIFB1,2206.67,3880.33,6087.00,3,6.99891e-06,0.000118125
IMPA2,3212.33,2875.33,6087.67,2,3.75881e-06,0.000139302
GOLGA8A,3140.33,2947.67,6088.00,2,4.34614e-06,0.000137626
TIPIN,3520.67,2568.00,6088.67,3,3.72413e-06,0.00011623
PGM2L1,3282.67,2807.00,6089.67,2,1.66598e-05,0.000100117
ZNF677,2681.33,3409.67,6091.00,2,6.13207e-06,0.000114699
ITGB1,3350.33,2741.00,6091.33,2,1.37968e-05,0.000135683
AREG,2934.67,3157.33,6092.00,2,5.95135e-06,0.000136393
ABHD6,2989.00,3103.33,6092.33,2,4.35238e-06,0.000136752
CCDC84,2874.00,3219.00,6093.00,2,5.26683e-06,0.000122912
SLCO2A1,1259.00,4834.33,6093.33,3,1.32873e-05,0.000108719
FMNL2,3359.00,2734.67,6093.67,2,3.61668e-06,0.00016728
NOV,2165.00,3930.00,6095.00,3,1.30145e-05,0.000123702
CDCA7L,3454.67,2641.00,6095.67,3,2.17634e-06,0.000115682
MYH11,2331.67,3764.33,6096.00,2,1.24116e-05,0.000126651
SHROOM2,2305.33,3790.67,6096.00,3,1.15781e-05,0.000123376
IQGAP1,3243.00,2853.33,6096.33,2,7.27003e-06,0.000100101
ZNF564,3343.33,2753.67,6097.00,2,8.07918e-06,0.000100044
PLEK2,2929.00,3168.67,6097.67,2,6.38042e-06,0.000198158
CDC42EP5,2969.67,3128.00,6097.67,2,5.60014e-06,0.00012771
RAI1,3595.00,2503.33,6098.33,2,7.26248e-06,0.000148877
VPS41,3743.00,2355.67,6098.67,2,7.15467e-06,0.000100129
FOXF2,2802.33,3296.67,6099.00,3,5.16657e-06,0.000120752
DOCK11,2999.33,3100.00,6099.33,2,4.83831e-06,0.000190056
RDX,4118.33,1981.33,6099.67,2,3.48856e-06,0.000199739
TSPAN13,2686.33,3413.67,6100.00,2,6.13432e-06,0.00012182
GIMAP2,1798.00,4302.00,6100.00,3,6.59073e-06,0.000112158
CBFA2T3,1228.00,4875.00,6103.00,3,1.57539e-05,0.00010497
RAB8B,2894.67,3208.33,6103.00,2,9.5798e-06,0.000100002
LOC100129550,2299.67,3804.33,6104.00,2,1.69632e-05,9.99467e-05
KLF8,3005.33,3099.33,6104.67,2,6.33628e-06,0.000126761
CD48,2665.67,3439.33,6105.00,2,1.14057e-05,9.99784e-05
SERPINE2,3015.00,3090.67,6105.67,2,3.72597e-05,0.000171273
LINC01140,3298.33,2808.67,6107.00,2,7.0104e-06,0.000102036
C1QA,3343.33,2763.67,6107.00,2,6.45017e-06,0.00013447
RP11-44F21.5,2564.00,3544.00,6108.00,3,4.25224e-06,0.00012417
PTPRC,2677.00,3432.67,6109.67,2,6.15326e-06,0.000118619
LINC00173,3297.33,2814.00,6111.33,2,4.17819e-06,0.000157875
SEMA5A,3628.33,2483.33,6111.67,2,6.11422e-06,0.000174087
SOX9,2801.67,3311.00,6112.67,2,7.30086e-06,0.000123129
ART3,3514.00,2599.33,6113.33,2,2.98887e-06,0.00016569
